,Developer,Game Title
2543,Ty Taylor and Mario Castaneda,The Bridge
2544,The Quantum Astrophysicists Guild,The Bridge
2545,Mercury Steam,Castlevania: Lords of Shadow - Mirror of Fate
2546,Rebellion,Sniper Elite: Nazi Zombie Army
2547,"Arcen Games, LLC",A Valley Without Wind 2
2548,Gaijin Games,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien
2549,Gaijin Games,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien
2550,SCE Santa Monica,God of War: Ascension
2551,Paradox Development Studio,March of the Eagles
2552,Cyanide,Impire
2553,Maxis,SimCity
2554,BioWare,Mass Effect 3
2555,Straight Right,Mass Effect 3
2556,CyberConnect2,Naruto Shippuden: Ultimate Ninja Storm 3
2557,CyberConnect2,Naruto Shippuden: Ultimate Ninja Storm 3
2558,SCEA San Diego Studios,MLB 13: The Show
2559,SCEA San Diego Studios,MLB 13: The Show
2560,Visual Concepts,MLB 2K13
2561,Visual Concepts,MLB 2K13
2562,Crystal Dynamics,Tomb Raider
2563,Feral Interactive,Tomb Raider
2564,Nixxes Software,Tomb Raider
2565,United Front Games,Tomb Raider
2566,Crystal Dynamics,Tomb Raider
2567,Feral Interactive,Tomb Raider
2568,Nixxes Software,Tomb Raider
2569,United Front Games,Tomb Raider
2570,TT Games,LEGO City Undercover
2571,Gamepot,Wizardry Online
2572,Capcom,Monster Hunter 3 Ultimate
2573,Capcom,Monster Hunter 3 Ultimate
2574,Iron Galaxy Studios,Darkstalkers Resurrection
2575,Virtual Programming,BioShock Infinite
2576,Irrational Games,BioShock Infinite
2577,2K Games,BioShock Infinite
2578,ATLUS,Etrian Odyssey IV: Legends of the Titan
2579,City Interactive,Sniper: Ghost Warrior 2
2580,City Interactive,Sniper: Ghost Warrior 2
2581,City Interactive,Sniper: Ghost Warrior 2
2582,Visceral Games,Dead Space 3
2583,Blizzard Entertainment,Starcraft II: Heart of the Swarm
2584,Epic Games,Gears of War: Judgment
2585,Black Forest Games,Giana Sisters: Twisted Dreams
2586,QLOC,DmC: Devil May Cry
2587,Ninja Theory,DmC: Devil May Cry
2588,Next Level Games,Luigi's Mansion: Dark Moon
2589,Virtual Programming,BioShock Infinite
2590,Irrational Games,BioShock Infinite
2591,2K Games,BioShock Infinite
2592,Virtual Programming,BioShock Infinite
2593,Irrational Games,BioShock Infinite
2594,2K Games,BioShock Infinite
2595,Milestone S.r.l,WRC Powerslide
2596,Terminal Reality,The Walking Dead: Survival Instinct
2597,Terminal Reality,The Walking Dead: Survival Instinct
2598,Droqen,Starseed Pilgrim
2599,Enigma Software Productions,Alien Spidy
2600,EA Tiburon,Tiger Woods PGA Tour 14
2601,EA Tiburon,Tiger Woods PGA Tour 14
2602,Visceral Games,Army of Two: The Devil's Cartel
2603,Game Freak,HarmoKnight
2604,Visceral Games,Army of Two: The Devil's Cartel
2605,"Arcen Games, LLC",Shattered Haven
2606,Criterion Games,Need for Speed: Most Wanted - A Criterion Game
2607,Spike Chunsoft,Pokemon Mystery Dungeon: Gates to Infinity
2608,Ubisoft Quebec,Assassin's Creed III
2609,Ubisoft,Assassin's Creed III
2610,The Behemoth,BattleBlock Theater
2611,Re-Logic,Terraria
2612,Codeglue,Terraria
2613,Engine Software,Terraria
2614,Re-Logic,Terraria
2615,Codeglue,Terraria
2616,Engine Software,Terraria
2617,DrinkBox Studios,Guacamelee!
2618,DrinkBox Studios,Guacamelee!
2619,Artifice Studio,Sang-Froid: Tales of Werewolves
2620,Shiro Games,Evoland
2621,Blue Isle Studios,Slender: The Arrival
2622,NetherRealm Studios,Injustice: Gods Among Us
2623,Armature Studio,Injustice: Gods Among Us
2624,Westlake Interactive,Age of Empires II: The Age of Kings
2625,In-Fusio,Age of Empires II: The Age of Kings
2626,Ensemble Studios,Age of Empires II: The Age of Kings
2627,SkyBox Labs,Age of Empires II: The Age of Kings
2628,Hidden Path Entertainment,Age of Empires II: The Age of Kings
2629,NetherRealm Studios,Injustice: Gods Among Us
2630,Armature Studio,Injustice: Gods Among Us
2631,Minority Media Inc.,Papo & Yo
2632,Trion Worlds,Defiance
2633,Trion Worlds,Defiance
2634,Trion Worlds,Defiance
2635,Techland,Dead Island: Riptide
2636,Bongfish,Motocross Madness (2013)
2637,ATLUS,Shin Megami Tensei: Devil Summoner - Soul Hackers
2638,Nadeo,ShootMania Storm
2639,Arkane Studios,Dishonored
2640,Arkane Studios,Dishonored
2641,Arkane Studios,Dishonored
2642,Bossa Studios Ltd,Surgeon Simulator 2013
2643,Bossa Studios,Surgeon Simulator 2013
2644,Pocketwatch Games,Monaco: What's Yours Is Mine
2645,Capcom,Dragon's Dogma
2646,Ubisoft,Assassin's Creed III
2647,Ubisoft Quebec,Assassin's Creed III
2648,Techland,Dead Island: Riptide
2649,Techland,Dead Island: Riptide
2650,Old School Games,God Mode
2651,Mike Bithell,Thomas Was Alone
2652,Ubisoft Montreal,Far Cry 3: Blood Dragon
2653,Ubisoft Montreal,Far Cry 3: Blood Dragon
2654,Mike Bithell,Thomas Was Alone
2655,Ubisoft Montreal,Far Cry 3: Blood Dragon
2656,Digital Extremes,Star Trek The Video Game
2657,Klei Entertainment,Don't Starve
2658,BlitWorks,Don't Starve
2659,Capybara Games,Don't Starve
2660,SCE Japan Studio,Soul Sacrifice
2661,comcept Inc.,Soul Sacrifice
2662,Petroglyph,Rise of Immortals: Battle for Graxia
2663,Access Games,Deadly Premonition
2664,ACE Team,Zeno Clash II
2665,Pieces Interactive,Leviathan: Warships
2666,Born Ready Games,Strike Suit Infinity
2667,Telltale Games,Poker Night 2
2668,4A Games,Metro: Last Light
2669,Zero Sum Games,StarDrive (2012)
2670,Snowbird Games,Eador: Masters of the Broken World
2671,Snowbird Game Studios,Eador: Masters of the Broken World
2672,4A Games,Metro: Last Light
2673,4A Games,Metro: Last Light
2674,Monster Games Inc.,Donkey Kong Country Returns
2675,Retro Studios,Donkey Kong Country Returns
2676,Techland,Call of Juarez: Gunslinger
2677,Black Hole Games,Might & Magic: Heroes VI
2678,Virtuos,Might & Magic: Heroes VI
2679,Limbic Entertainment,Might & Magic: Heroes VI
2680,11 bit studios,Anomaly 2
2681,LucasArts,Star Wars: The Old Republic
2682,BioWare,Star Wars: The Old Republic
2683,Most Wanted Entertainment,Thunder Wolves
2684,Capcom,Resident Evil: Revelations
2685,Capcom,Resident Evil: Revelations
2686,Capcom,Resident Evil: Revelations
2687,Capcom,Resident Evil: Revelations
2688,Coffee Stain Studios,Sanctum 2
2689,Coffee Stain Studios,Sanctum 2
2690,Insomniac Games,Fuse
2691,Insomniac Games,Fuse
2692,Bridea,Renaissance Heroes
2693,Facepalm Games,The Swapper
2694,Codemasters,GRID 2
2695,Zen Studios,CastleStorm
2696,Genius Sonority Inc.,The Denpa Men 2: Beyond The Waves
2697,NeocoreGames,The Incredible Adventures of Van Helsing
2698,XYLA Entertainment,Rush Bros
2699,Nintendo,Animal Crossing: New Leaf
2700,DONTNOD Entertainment,Remember Me
2701,DONTNOD Entertainment,Remember Me
2702,DONTNOD Entertainment,Remember Me
2703,Naughty Dog,The Last of Us
2704,Stardock,Elemental: Fallen Enchantress
2705,Codemasters,GRID 2
2706,Abbey Games,Reus
2707,Soedesco,Reus
2708,Mousechief,7 Grand Steps
2709,Suspicious Developments,Gunpoint
2710,Tom Francis,Gunpoint
2711,Daedalic Entertainment,The Night of the Rabbit
2712,CCP,DUST 514
2713,PLAYDEAD,LIMBO
2714,Undead Labs,State of Decay
2715,Iron Galaxy Studios,Dungeons & Dragons: Chronicles of Mystara
2716,Gazillion,Marvel Heroes
2717,Cardboard Computer,Kentucky Route Zero - Act II
2718,Team2Bit,Fist Puncher
2719,Jacob Lewandowski,Fist Puncher
2720,Frogwares,Magrunner: Dark Pulse
2721,Devolver Digital,Hotline Miami
2722,Dennaton,Hotline Miami
2723,Abstraction Games,Hotline Miami
2724,Devolver Digital,Hotline Miami
2725,Dennaton,Hotline Miami
2726,Abstraction Games,Hotline Miami
2727,Feral Interactive,Company of Heroes 2
2728,Relic,Company of Heroes 2
2729,High Moon Studios,Deadpool
2730,Intelligent Systems,Game & Wario
2731,Nintendo,New Super Mario Bros. U
2732,Sierra Entertainment,Leisure Suit Larry in the Land of the Lounge Lizards
2733,Eugen Systems,Wargame: AirLand Battle
2734,baKno Games,Motorbike
2735,Tragnarion Studios,Scourge: Outbreak
2736,Banpresto,Project X Zone
2737,Monolith Soft,Project X Zone
2738,EA Tiburon,NCAA Football 14
2739,Cellar Door Games,Rogue Legacy
2740,Telltale Games,The Walking Dead: A Telltale Games Series
2741,Square Enix,The Walking Dead: A Telltale Games Series
2742,Telltale Games,The Walking Dead: A Telltale Games Series
2743,Square Enix,The Walking Dead: A Telltale Games Series
2744,Telltale Games,The Walking Dead: A Telltale Games Series
2745,Square Enix,The Walking Dead: A Telltale Games Series
2746,Cryptic Studios,Neverwinter
2747,Firaxis Games,Sid Meier's Civilization V
2748,2K Games,Sid Meier's Civilization V
2749,Deep Silver,Ride to Hell: Retribution
2750,Eutechnyx,Ride to Hell: Retribution
2751,Alphadream Corporation,Mario & Luigi: Dream Team
2752,The Game Kitchen,The Last Door: Chapter 1 - The Letter
2753,BootdiskRevolution,Bleed
2754,ATLUS,Shin Megami Tensei IV
2755,NetherRealm Studios,Mortal Kombat (2011)
2756,Valve Software,Dota 2
2757,Reliance Big Entertainment UK Private Ltd,Pacific Rim
2758,Yuke's,Pacific Rim
2759,Exato Game Studios,Guncraft
2760,Image Epoch,Time and Eternity
2761,Angel VGD LTD,Stealth Inc: A Clone in the Dark
2762,Curve Studios,Stealth Inc: A Clone in the Dark
2763,Old School Games,R.I.P.D. The Game
2764,DrinkBox Studios,Guacamelee!
2765,KING Art,The Raven: Legacy of a Master Thief
2766,DrinkBox Studios,Guacamelee!
2767,Pwnee Studios,Cloudberry Kingdom
2768,Kalypso,DARK
2769,Nintendo,Pikmin 3
2770,Harebrained Schemes LLC,Shadowrun Returns
2771,Vanillaware,Dragon's Crown
2772,Vanillaware,Dragon's Crown
2773,Interceptor,Rise of the Triad
2774,Digital Extremes,Warframe
2775,Sparpweed,Ibb & Obb
2776,Starbreeze,Brothers: A Tale of Two Sons
2777,XPEC Entertainment Inc.,Do Not Fall
2778,WayForward,Disney DuckTales Remastered
2779,2K Marin,The Bureau: XCOM Declassified
2780,Larian Studios,Divinity: Dragon Commander
2781,DrinkBox Studios,Guacamelee!
2782,Gulti,Mamorukun Curse!
2783,Ubisoft Toronto,Tom Clancy's Splinter Cell: Blacklist
2784,Ludochip,Cubetractor
2785,Lucas Pope,"Papers, Please"
2786,Volition Inc.,Saints Row IV
2787,Deep Silver,Saints Row IV
2788,Threaks,Beatbuddy: Tale of the Guardians
2789,Volition Inc.,Saints Row IV
2790,Deep Silver,Saints Row IV
2791,Ubisoft Toronto,Tom Clancy's Splinter Cell: Blacklist
2792,Volition Inc.,Saints Row IV
2793,Deep Silver,Saints Row IV
2794,Derek Yu,Spelunky
2795,Mossmouth,Spelunky
2796,The Fullbright Company,Gone Home
2797,Midnight City,Gone Home
2798,PlatinumGames,The Wonderful 101
2799,Grasshopper Manufacture,Killer Is Dead
2800,Ska Studios,Charlie Murder
2801,SCEI,Open Me!
2802,Arkane Studios,Dishonored
2803,2K Marin,The Bureau: XCOM Declassified
2804,Paradox Development Studio,Europa Universalis IV
2805,2K Marin,The Bureau: XCOM Declassified
2806,One True Game Studios,Divekick
2807,Iron Galaxy Studios,Divekick
2808,One True Game Studios,Divekick
2809,Iron Galaxy Studios,Divekick
2810,Ubisoft,Flashback
2811,Altron,Disney Infinity
2812,Avalanche Software,Disney Infinity
2813,Ubisoft Montpellier,Rayman Legends
2814,Overkill Software,Payday 2
2815,505 Games,Payday 2
2816,Overkill Software,Payday 2
2817,505 Games,Payday 2
2818,Overkill Software,Payday 2
2819,505 Games,Payday 2
2820,EA Sports,Madden NFL 25
2821,EA Sports,Madden NFL 25
2822,Spark Unlimited,Lost Planet 3
2823,Spark Unlimited,Lost Planet 3
2824,Spark Unlimited,Lost Planet 3
2825,Full Control ApS,Space Hulk
2826,bitComposer Games,Space Hulk
2827,Hoplite Research,Space Hulk
2828,Bandai Namco Games,Tales of Xillia
2829,Derek Yu,Spelunky
2830,Mossmouth,Spelunky
2831,Flippfly,Race the Sun
2832,Ubisoft Montpellier,Rayman Legends
2833,Red Barrels,Outlast
2834,Might and Delight,Shelter
2835,Frictional Games,Amnesia: A Machine for Pigs
2836,Disney Interactive Studios,Disney Castle of Illusion starring Mickey Mouse
2837,Sega,Disney Castle of Illusion starring Mickey Mouse
2838,Feral Interactive,Disney Castle of Illusion starring Mickey Mouse
2839,Sega,Hatsune Miku: Project Diva f
2840,Creative Assembly,Total War: Rome II
2841,Red Fly Studio,Teenage Mutant Ninja Turtles: Out of the Shadows
2842,SCE Japan Studio,Puppeteer
2843,Zen Studios,KickBeat
2844,Square Enix,Kingdom Hearts HD 1.5 ReMIX
2845,Blizzard Entertainment,Diablo III
2846,Activision,Diablo III
2847,Blizzard Entertainment,Diablo III
2848,Activision,Diablo III
2849,Mercury Steam,Castlevania: Lords of Shadow
2850,Electronic Arts,NHL 14
2851,Electronic Arts,NHL 14
2852,Guerilla Cambridge,Killzone: Mercenary
2853,Image & Form,SteamWorld Dig
2854,Mediatonic,Foul Play
2855,Rockstar North,Grand Theft Auto V
2856,Bohemia Interactive,Arma 3
2857,Nintendo,The Legend of Zelda: The Wind Waker
2858,HexaDrive,The Legend of Zelda: The Wind Waker
2859,Konami,Pro Evolution Soccer 2014
2860,Square Enix,Final Fantasy XIV Online: A Realm Reborn
2861,Robot Loves Kitty,Legend of Dungeon
2862,EA Romania,FIFA 14
2863,EA Mobile,FIFA 14
2864,Electronic Arts,FIFA 14
2865,EA Canada,FIFA 14
2866,The Muteki Corporation,Dragon Fantasy Book II
2867,Saibot Studios,Doorways (2013)
2868,ZootFly,Marlow Briggs and the Mask of Death
2869,2K Sports,NBA 2K14
2870,Visual Concepts,NBA 2K14
2871,Piranha Games,MechWarrior Online
2872,Serellan LLC,Takedown: Red Sabre
2873,Serellan,Takedown: Red Sabre
2874,Codemasters,F1 2013
2875,Codemasters Birmingham,F1 2013
2876,ATLUS,Etrian Odyssey Untold: The Millennium Girl
2877,SCE Japan Studio,Rain
2878,Riot Games,League of Legends
2879,Knockout Games,Shadow Warrior
2880,Flying Wild Hog,Shadow Warrior
2881,5TH Cell,Scribblenauts Unmasked: A DC Comics Adventure
2882,Blue Manchu,Card Hunter
2883,CI Games,Alien Rage
2884,Extend Studio,A.R.E.S. Extinction Agenda EX
2885,ORiGO GAMES,A.R.E.S. Extinction Agenda EX
2886,From Software,Armored Core: Verdict Day
2887,Game Freak,Pokemon X / Y
2888,Telltale Games,The Walking Dead: A Telltale Games Series
2889,Square Enix,The Walking Dead: A Telltale Games Series
2890,Quantic Dream,Beyond: Two Souls
2891,Virtual Programming,BioShock Infinite
2892,Irrational Games,BioShock Infinite
2893,2K Games,BioShock Infinite
2894,Game Freak,Pokemon X / Y
2895,Telltale Games,The Wolf Among Us
2896,Nippon Ichi Software,Disgaea D2: A Brighter Darkness
2897,Kalypso,Rise of Venice
2898,Nival Interactive,Prime World
2899,Neverland,Rune Factory 4
2900,Altron,Disney Infinity
2901,Avalanche Software,Disney Infinity
2902,Rockstar North,Grand Theft Auto V
2903,Ice-pick Lodge,Knock-knock
2904,HeSaw,Blue Estate
2905,Whole Hog Games,Full Bore
2906,Dimps Corporation,Sonic: Lost World
2907,Sonic Team,Sonic: Lost World
2908,Polypusher Studios,Montague's Mount
2909,n-Space,Skylanders Swap Force
2910,Vicarious Visions,Skylanders Swap Force
2911,Beenox,Skylanders Swap Force
2912,Galactic Cafe,The Stanley Parable
2913,Davey Wreden,The Stanley Parable
2914,Firedance Games,Salvation Prophecy
2915,Rockstar North,Grand Theft Auto V
2916,"Arcen Games, LLC",Bionic Dues
2917,Phobic Studios,Glare (2013)
2918,Ubisoft,Rocksmith 2014 Edition
2919,IndieIrritum,Irritum
2920,Telltale Games,The Wolf Among Us
2921,Capcom,Phoenix Wright: Ace Attorney - Dual Destinies
2922,Nd Cube,Wii Party U
2923,Eidos Montreal,Deus Ex: Human Revolution - Director's Cut
2924,Forever Entertainment S.A.,Iesabel
2925,Madman Theory Games,Iesabel
2926,Interwave Studios,Dark Matter (2013)
2927,Ubisoft,Just Dance 2014
2928,Jeppe Carlsen,140
2929,Zynga,Solstice Arena
2930,Iron Galaxy Studios,Batman: Arkham Origins
2931,WB Games Montreal,Batman: Arkham Origins
2932,Human Head Studios,Batman: Arkham Origins
2933,Armature Studio,Batman: Arkham Origins Blackgate
2934,Sports Interactive,Football Manager 2014
2935,Ubisoft,Assassin's Creed IV: Black Flag
2936,Ubisoft Montreal,Assassin's Creed IV: Black Flag
2937,EKO Software,How to Survive
2938,Milestone S.r.l,WRC 4: FIA World Rally Championship
2939,Evolution Studios,WRC 4: FIA World Rally Championship
2940,Yuke's,WWE 2K14
2941,Minor Key Games,Eldritch
2942,TT Games,LEGO Marvel Super Heroes
2943,Level 5,Professor Layton and the Azran Legacy
2944,EA DICE,Battlefield 4
2945,Dice,Battlefield 4
2946,Electronic Arts,Battlefield 4
2947,Inti,Pac-Man and the Ghostly Adventures
2948,Monkey Bar Games,Pac-Man and the Ghostly Adventures
2949,Chair Entertainment,Infinity Blade III
2950,BetaDwarf,FORCED
2951,Mercury Steam,Castlevania: Lords of Shadow - Mirror of Fate
2952,Sega Sports R&D,Mario & Sonic at the Sochi 2014 Olympic Winter Games
2953,Infinity Ward,Call of Duty: Ghosts
2954,Treyarch,Call of Duty: Ghosts
2955,Luma Arcade,The Harvest
2956,Exient Entertainment,Angry Birds Star Wars
2957,Rovio Entertainment Ltd,Angry Birds Star Wars
2958,Crytek,Warface
2959,Nippon Ichi Software,The Guided Fate Paradox
2960,Virtual Programming,BioShock Infinite
2961,Irrational Games,BioShock Infinite
2962,2K Games,BioShock Infinite
2963,Zoink!,Stick it to the Man!
2964,SCE Japan Studio,Knack
2965,Grinding Gear Games,Path of Exile
2966,K2,Valhalla Knights 3
2967,Virtuos,XCOM: Enemy Within
2968,Feral Interactive,XCOM: Enemy Within
2969,Firaxis Games,XCOM: Enemy Within
2970,Koboldgames,Journey of a Roach
2971,SCEA,Sound Shapes
2972,Guerrilla,Killzone: Shadow Fall
2973,ThatGameCompany,flower
2974,Bluepoint Games,flower
2975,Insomniac Games,Ratchet & Clank: Into the Nexus
2976,Compulsion Games,Contrast
2977,Mighty Rocket Studio,Final Exam
2978,Housemarque,Resogun
2979,XDEV,Resogun
2980,Climax Group,Resogun
2981,Cipher Prime Studios,Intake
2982,Nintendo,The Legend of Zelda: A Link Between Worlds
2983,Nintendo,Super Mario 3D World
2984,2K Sports,NBA 2K14
2985,Visual Concepts,NBA 2K14
2986,Scientifically Proven,Blood of the Werewolf
2987,Micro Macro Games,Morphopolis
2988,Daniel Walters,Morphopolis
2989,Maxis,SimCity
2990,Ghost Games,Need for Speed: Rivals
2991,Twisted Pixel Games,LocoCycle
2992,Capcom Vancouver,Dead Rising 3
2993,Grounding Inc.,Crimson Dragon
2994,The Farm 51,Deadfall Adventures
2995,Media Molecule,Tearaway
2996,Chucklefish,Risk of Rain
2997,Hopoo Games,Risk of Rain
2998,Aqua Plus,AquaPazza: AquaPlus Dream Match
2999,Examu,AquaPazza: AquaPlus Dream Match
3000,EA Romania,FIFA 14
3001,EA Mobile,FIFA 14
3002,Electronic Arts,FIFA 14
3003,EA Canada,FIFA 14
3004,Microsoft Game Studios,Killer Instinct
3005,Double Helix Games,Killer Instinct
3006,Iron Galaxy Studios,Killer Instinct
3007,Turn 10,Forza Motorsport 5
3008,Crytek,Ryse: Son of Rome
3009,EA Sports,NBA Live 14
3010,Maxis,SimCity
3011,The Tiniest Shark,Redshirt
3012,Nd Cube,Mario Party: Island Tour
3013,CCP,EVE Online
3014,Frontier Developments,Zoo Tycoon
3015,Zoe Mode,Powerstar Golf
3016,EA Sports,Madden NFL 25
3017,Tale of Tales,Luxuria Superbia
3018,XGenStudios,Super Motherload
3019,Ubisoft,Fighter Within
3020,Zombie Studios,Blacklight: Retribution
3021,Wargaming.net,World of Warplanes
3022,Shorebound Studios,Dead Sky
3023,WayForward,Adventure Time: Explore the Dungeon Because I DON'T KNOW!
3024,PopCap,Peggle 2
3025,Polyphony Digital,Gran Turismo 6
3026,Orthogonal Games,The Novelist
3027,Spearhead Games,Tiny Brains
3028,SCEA,Doki-Doki Universe
3029,Humanature Studios,Doki-Doki Universe
3030,Allgraf,Darkout
3031,Ackkstudios,Two Brothers
3032,Nekki,Vector (2013)
3033,NEKKI LTD,Vector (2013)
3034,Revolution Software,Broken Sword 5: The Serpent's Curse
3035,Falcom,Ys: Memories of Celceta
3036,Bitmap Brothers,Speedball 2: Brutal Deluxe
3037,Spidersoft,Speedball 2: Brutal Deluxe
3038,Crawfish Interactive,Speedball 2: Brutal Deluxe
3039,Macrospace,Speedball 2: Brutal Deluxe
3040,Vivid Games,Speedball 2: Brutal Deluxe
3041,Razorworks Studios,Speedball 2: Brutal Deluxe
3042,Beau Blyth,Samurai Gunn
3043,Fishcow Studio,Gomo
3044,Silicon Studio,Bravely Default: Flying Fairy
3045,ShadowShifters,Huntsman: The Orphanage
3046,CCP,DUST 514
3047,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series
3048,Beamdog,Baldur's Gate II: Shadows of Amn
3049,Overhaul Games,Baldur's Gate II: Shadows of Amn
3050,Ideas From the Deep,Baldur's Gate II: Shadows of Amn
3051,MumboJumbo,Baldur's Gate II: Shadows of Amn
3052,BioWare,Baldur's Gate II: Shadows of Amn
3053,Interplay,Baldur's Gate II: Shadows of Amn
3054,Realta Entertainment Group,Bandfuse: Rock Legends
3055,Ubisoft,Assassin's Creed IV: Black Flag
3056,Ubisoft Montreal,Assassin's Creed IV: Black Flag
3057,Dimps Corporation,Saint Seiya: Brave Soldiers
3058,Undead Labs,State of Decay
3059,Indies Zero ,NES Remix
3060,Ivent Games,Strength of the Sword 3
3061,Egosoft,X Rebirth
3062,ThatGameCompany,flOw
3063,SuperVillain Studios,flOw
3064,343 Industries,Halo: Spartan Assault
3065,Vanguard,Halo: Spartan Assault
3066,Vanguard Games,Halo: Spartan Assault
3067,Press Play,Max: The Curse of Brotherhood
3068,Forever Entertainment S.A.,Violett
3069,Space Budgie,9.03m
3070,Re-Logic,Terraria
3071,Codeglue,Terraria
3072,Engine Software,Terraria
3073,Instant Kingdom,Driftmoon
3074,Jason Oda,continue?9876543210
3075,Epiphany Games,Frozen Hearth
3076,Renegade Kid,Dementium II
3077,Memetic Games,Dementium II
3078,Stoic,The Banner Saga
3079,Arika,Dr. Luigi
3080,Double Fine Productions,Broken Age
3081,Klei Entertainment,Don't Starve
3082,Capybara Games,Don't Starve
3083,BlitWorks,Don't Starve
3084,Interdimensional Games Inc,CONSORTIUM
3085,Messhof,Nidhogg
3086,Code Mystics Inc.,Nidhogg
3087,Daedalic Entertainment,Blackguards
3088,Proxy Studios,Pandora: First Contact
3089,Ubisoft Sofia,Assassin's Creed III: Liberation
3090,Ubisoft,Assassin's Creed III: Liberation
3091,Harvester Games,The Cat Lady
3092,Ubisoft,Might & Magic X: Legacy
3093,Limbic Entertainment,Might & Magic X: Legacy
3094,Tom Hegarty,OlliOlli
3095,Devolver Digital,OlliOlli
3096,roll7,OlliOlli
3097,Feral Interactive,Tomb Raider
3098,Crystal Dynamics,Tomb Raider
3099,Nixxes Software,Tomb Raider
3100,United Front Games,Tomb Raider
3101,CyberConnect2,Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst
3102,New World Interactive,Insurgency
3103,Valve Software,Team Fortress 2
3104,Robot Entertainment,Echo Prime
3105,Telltale Games,The Wolf Among Us
3106,BioWare,Star Wars: The Old Republic
3107,LucasArts,Star Wars: The Old Republic
3108,Plastic Piranha,Rekoil
3109,"Young Horses, Inc",Octodad: Dadliest Catch
3110,Kevin Zuhn,Octodad: Dadliest Catch
3111,Square Enix,Lightning Returns: Final Fantasy XIII
3112,Naughty Dog,The Last of Us
3113,Robosoft Technologies,Fable
3114,Lionhead Studios,Fable
3115,Big Blue Box,Fable
3116,Ragequit Corporation,Strike Vector
3117,TT Games,The LEGO Movie Videogame
3118,Warner Bros. Interactive Entertainment,The LEGO Movie Videogame
3119,Spike Chunsoft,DanganRonpa: Trigger Happy Havoc
3120,Abstraction Games,DanganRonpa: Trigger Happy Havoc
3121,Spike,DanganRonpa: Trigger Happy Havoc
3122,Edge of Reality,Loadout
3123,Red Barrels,Outlast
3124,Necrophone,Jazzpunk
3125,Llamasoft,TxK
3126,Retro Studios,Donkey Kong Country: Tropical Freeze
3127,Jason Rohrer,The Castle Doctrine
3128,Double Helix Games,Strider
3129,Omega Force,Toukiden: The Age of Demons
3130,L3O Interactive,Horizon (PC)
3131,Locked Door Puzzle,Journal
3132,Hitbox ,Dustforce
3133,QLOC,Dustforce
3134,Sandlot,Earth Defense Force 2025
3135,Feral Interactive,Thief
3136,Nixxes Software,Thief
3137,Eidos Montreal,Thief
3138,PopCap,Plants vs Zombies: Garden Warfare
3139,Mercury Steam,Castlevania: Lords of Shadow 2
3140,Teyon,Rambo: The Video Game
3141,Shining Rock Software,Banished
3142,Capcom,Resident Evil 4
3143,Ideaworks3D,Resident Evil 4
3144,QLOC,Resident Evil 4
3145,Wargaming.net,World of Tanks
3146,Bloober Team,Basement Crawl
3147,Obsidian Entertainment,South Park: The Stick of Truth
3148,Ubisoft,South Park: The Stick of Truth
3149,Telltale Games,The Walking Dead: Season Two - A Telltale Games Series
3150,Limasse Five,NaissanceE
3151,Artdink,Dragon Ball Z: Battle of Z
3152,Matt Thorson,TowerFall Ascension
3153,Matt Makes Games Inc.,TowerFall Ascension
3154,Respawn Entertainment,Titanfall
3155,Bluepoint Games,Titanfall
3156,From Software,Dark Souls II
3157,Namco Bandai Games,Dark Souls II
3158,Harebrained Schemes LLC,Shadowrun Returns
3159,Rocket Bear Games,Infested Planet
3160,Arzest,Yoshi's New Island
3161,Level 5,Professor Layton VS Phoenix Wright Ace Attorney
3162,Spark Unlimited,Yaiba: Ninja Gaiden Z
3163,Kojima Productions,Metal Gear Solid V: Ground Zeroes
3164,Devolver Digital,Luftrausers
3165,Vlambeer,Luftrausers
3166,damiansommer,The Yawhg
3167,Blizzard Entertainment,Diablo III
3168,Activision,Diablo III
3169,Sucker Punch,inFamous: Second Son
3170,Wyrmbyte,Dragons and Titans
3171,Blizzard Entertainment,Hearthstone: Heroes of Warcraft
3172,N-Fusion Interactive Entertainment Corp.,Deus Ex: The Fall
3173,Square Enix,Deus Ex: The Fall
3174,Hi-Rez Studios,SMITE
3175,Nippon Ichi Software,The Witch and the Hundred Knight
3176,Square Enix,Final Fantasy X / X-2 HD Remaster
3177,Virtuos,Final Fantasy X / X-2 HD Remaster
3178,Virtual Programming,BioShock Infinite
3179,Irrational Games,BioShock Infinite
3180,2K Games,BioShock Infinite
3181,Blizzard Entertainment,Diablo III
3182,Activision,Diablo III
3183,Triumph Studios,Age of Wonders III
3184,MagicalTimeBean,Escape Goat 2
3185,Mercury Steam,Castlevania: Lords of Shadow 2
3186,Blackpowder Games ,Betrayer
3187,SCEA San Diego Studios,MLB 14: The Show
3188,Square Enix,Lightning Returns: Final Fantasy XIII
3189,Sony Online Entertainment,PlanetSide 2
3190,Daybreak Games,PlanetSide 2
3191,Bohemia Interactive,Arma 3
3192,Microsoft Game Studios,Kinect Sports Rivals
3193,Tribute Games,Mercenary Kings
3194,OUYA Publishing,Mercenary Kings
3195,Telltale Games,The Wolf Among Us
3196,Game Arts,Ragnarok Odyssey ACE
3197,Maxis,SimCity
