,Game Title,Genre
4365,Giana Sisters: Twisted Dreams,Platformer
4366,Giana Sisters: Twisted Dreams,Action
4367,Giana Sisters: Twisted Dreams,2D
4368,DmC: Devil May Cry,Adventure
4369,DmC: Devil May Cry,Action
4370,Luigi's Mansion: Dark Moon,Adventure
4371,Luigi's Mansion: Dark Moon,Action
4372,BioShock Infinite,Action
4373,BioShock Infinite,First-Person
4374,BioShock Infinite,Shooter
4375,BioShock Infinite,3D
4376,BioShock Infinite,Action
4377,BioShock Infinite,First-Person
4378,BioShock Infinite,Shooter
4379,BioShock Infinite,3D
4380,WRC Powerslide,Driving/Racing
4381,WRC Powerslide,Simulation
4382,The Walking Dead: Survival Instinct,Action
4383,The Walking Dead: Survival Instinct,First-Person
4384,The Walking Dead: Survival Instinct,Shooter
4385,The Walking Dead: Survival Instinct,3D
4386,The Walking Dead: Survival Instinct,Action
4387,The Walking Dead: Survival Instinct,First-Person
4388,The Walking Dead: Survival Instinct,Shooter
4389,The Walking Dead: Survival Instinct,3D
4390,Starseed Pilgrim,Simulation
4391,Alien Spidy,Adventure
4392,Tiger Woods PGA Tour 14,Simulation
4393,Tiger Woods PGA Tour 14,Golf
4394,Tiger Woods PGA Tour 14,Sports
4395,Tiger Woods PGA Tour 14,Simulation
4396,Tiger Woods PGA Tour 14,Golf
4397,Tiger Woods PGA Tour 14,Sports
4398,Army of Two: The Devil's Cartel,3D
4399,Army of Two: The Devil's Cartel,Action
4400,Army of Two: The Devil's Cartel,Shooter
4401,Army of Two: The Devil's Cartel,Third-Person
4402,HarmoKnight,Music/Rhythm
4403,Army of Two: The Devil's Cartel,Third-Person
4404,Army of Two: The Devil's Cartel,3D
4405,Army of Two: The Devil's Cartel,Action
4406,Army of Two: The Devil's Cartel,Shooter
4407,Shattered Haven,Puzzle
4408,Need for Speed: Most Wanted - A Criterion Game,Driving/Racing
4409,Need for Speed: Most Wanted - A Criterion Game,Simulation
4410,Pokemon Mystery Dungeon: Gates to Infinity,Roguelike
4411,Pokemon Mystery Dungeon: Gates to Infinity,Role-Playing
4412,Assassin's Creed III,Adventure
4413,Assassin's Creed III,Action
4414,BattleBlock Theater,Platformer
4415,BattleBlock Theater,2D
4416,BattleBlock Theater,Action
4417,Terraria,Adventure
4418,Terraria,Action
4419,Terraria,Action
4420,Terraria,Adventure
4421,Guacamelee!,Platformer
4422,Guacamelee!,2D
4423,Guacamelee!,Action
4424,Guacamelee!,Platformer
4425,Guacamelee!,2D
4426,Guacamelee!,Action
4427,Sang-Froid: Tales of Werewolves,Action
4428,Evoland,Role-Playing
4429,Slender: The Arrival,Adventure
4430,Slender: The Arrival,First-Person
4431,Slender: The Arrival,3D
4432,Injustice: Gods Among Us,Fighting
4433,Injustice: Gods Among Us,Action
4434,Injustice: Gods Among Us,2D
4435,Age of Empires II: The Age of Kings,Real-Time
4436,Age of Empires II: The Age of Kings,Strategy
4437,Injustice: Gods Among Us,Fighting
4438,Injustice: Gods Among Us,Action
4439,Injustice: Gods Among Us,2D
4440,Papo & Yo,Adventure
4441,Defiance,Shooter
4442,Defiance,3D
4443,Defiance,Third-Person
4444,Defiance,Action
4445,Defiance,Shooter
4446,Defiance,Third-Person
4447,Defiance,3D
4448,Defiance,Action
4449,Defiance,Shooter
4450,Defiance,Third-Person
4451,Defiance,3D
4452,Defiance,Action
4453,Dead Island: Riptide,3D
4454,Dead Island: Riptide,Action
4455,Dead Island: Riptide,First-Person
4456,Dead Island: Riptide,Shooter
4457,Motocross Madness (2013),Driving/Racing
4458,Motocross Madness (2013),Arcade
4459,Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing
4460,ShootMania Storm,Action
4461,ShootMania Storm,Team-Based
4462,ShootMania Storm,3D
4463,ShootMania Storm,First-Person
4464,ShootMania Storm,Shooter
4465,Dishonored,Adventure
4466,Dishonored,Action
4467,Dishonored,Adventure
4468,Dishonored,Action
4469,Dishonored,Action
4470,Dishonored,Adventure
4471,Surgeon Simulator 2013,Simulation
4472,Surgeon Simulator 2013,VR
4473,Monaco: What's Yours Is Mine,Adventure
4474,Dragon's Dogma,Action
4475,Dragon's Dogma,Role-Playing
4476,Assassin's Creed III,Action
4477,Assassin's Creed III,Adventure
4478,Dead Island: Riptide,Action
4479,Dead Island: Riptide,First-Person
4480,Dead Island: Riptide,Shooter
4481,Dead Island: Riptide,3D
4482,Dead Island: Riptide,3D
4483,Dead Island: Riptide,Action
4484,Dead Island: Riptide,First-Person
4485,Dead Island: Riptide,Shooter
4486,God Mode,Third-Person
4487,God Mode,3D
4488,God Mode,Action
4489,God Mode,Shooter
4490,Thomas Was Alone,Action
4491,Thomas Was Alone,Platformer
4492,Thomas Was Alone,2D
4493,Far Cry 3: Blood Dragon,Shooter
4494,Far Cry 3: Blood Dragon,3D
4495,Far Cry 3: Blood Dragon,Action
4496,Far Cry 3: Blood Dragon,First-Person
4497,Far Cry 3: Blood Dragon,3D
4498,Far Cry 3: Blood Dragon,Action
4499,Far Cry 3: Blood Dragon,First-Person
4500,Far Cry 3: Blood Dragon,Shooter
4501,Thomas Was Alone,2D
4502,Thomas Was Alone,Action
4503,Thomas Was Alone,Platformer
4504,Far Cry 3: Blood Dragon,3D
4505,Far Cry 3: Blood Dragon,Action
4506,Far Cry 3: Blood Dragon,First-Person
4507,Far Cry 3: Blood Dragon,Shooter
4508,Star Trek The Video Game,Adventure
4509,Star Trek The Video Game,Action
4510,Don't Starve,Action
4511,Don't Starve,Adventure
4512,Don't Starve,Open-World
4513,Don't Starve,Roguelike
4514,Don't Starve,3D
4515,Soul Sacrifice,Role-Playing
4516,Soul Sacrifice,Action
4517,Rise of Immortals: Battle for Graxia,MOBA
4518,Rise of Immortals: Battle for Graxia,Strategy
4519,Deadly Premonition,Action
4520,Deadly Premonition,Adventure
4521,Zeno Clash II,First-Person
4522,Zeno Clash II,3D
4523,Zeno Clash II,Adventure
4524,Leviathan: Warships,Strategy
4525,Strike Suit Infinity,Action
4526,Poker Night 2,Gambling
4527,Metro: Last Light,3D
4528,Metro: Last Light,Action
4529,Metro: Last Light,First-Person
4530,Metro: Last Light,Shooter
4531,StarDrive (2012),Strategy
4532,StarDrive (2012),Real-Time
4533,Eador: Masters of the Broken World,Turn-Based
4534,Eador: Masters of the Broken World,Strategy
4535,Metro: Last Light,3D
4536,Metro: Last Light,Action
4537,Metro: Last Light,First-Person
4538,Metro: Last Light,Shooter
4539,Metro: Last Light,3D
4540,Metro: Last Light,Action
4541,Metro: Last Light,First-Person
4542,Metro: Last Light,Shooter
4543,Donkey Kong Country Returns,2D
4544,Donkey Kong Country Returns,Platformer
4545,Donkey Kong Country Returns,Action
4546,Call of Juarez: Gunslinger,First-Person
4547,Call of Juarez: Gunslinger,Shooter
4548,Call of Juarez: Gunslinger,3D
4549,Call of Juarez: Gunslinger,Action
4550,Might & Magic: Heroes VI,Strategy
4551,Might & Magic: Heroes VI,Turn-Based
4552,Anomaly 2,Strategy
4553,Anomaly 2,Real-Time
4554,Star Wars: The Old Republic,Role-Playing
4555,Star Wars: The Old Republic,MMO
4556,Star Wars: The Old Republic,Free-to-Play
4557,Thunder Wolves,Shoot-'Em-Up
4558,Thunder Wolves,2D
4559,Thunder Wolves,Action
4560,Resident Evil: Revelations,Action
4561,Resident Evil: Revelations,Adventure
4562,Resident Evil: Revelations,Survival
4563,Resident Evil: Revelations,3D
4564,Resident Evil: Revelations,3D
4565,Resident Evil: Revelations,Action
4566,Resident Evil: Revelations,Adventure
4567,Resident Evil: Revelations,Survival
4568,Resident Evil: Revelations,3D
4569,Resident Evil: Revelations,Action
4570,Resident Evil: Revelations,Adventure
4571,Resident Evil: Revelations,Survival
4572,Resident Evil: Revelations,Action
4573,Resident Evil: Revelations,Adventure
4574,Resident Evil: Revelations,Survival
4575,Resident Evil: Revelations,3D
4576,Sanctum 2,Action
4577,Sanctum 2,First-Person
4578,Sanctum 2,Shooter
4579,Sanctum 2,3D
4580,Sanctum 2,Shooter
4581,Sanctum 2,3D
4582,Sanctum 2,Action
4583,Sanctum 2,First-Person
4584,Fuse,Action
4585,Fuse,Action
4586,Renaissance Heroes,Action
4587,Renaissance Heroes,Team-Based
4588,Renaissance Heroes,First-Person
4589,Renaissance Heroes,3D
4590,Renaissance Heroes,Shooter
4591,The Swapper,Action
4592,The Swapper,Platformer
4593,The Swapper,2D
4594,GRID 2,Simulation
4595,GRID 2,Driving/Racing
4596,CastleStorm,Strategy
4597,The Denpa Men 2: Beyond The Waves,Role-Playing
4598,The Incredible Adventures of Van Helsing,Action
4599,The Incredible Adventures of Van Helsing,Role-Playing
4600,Rush Bros,2D
4601,Rush Bros,Action
4602,Rush Bros,Platformer
4603,Animal Crossing: New Leaf,Simulation
4604,Remember Me,Adventure
4605,Remember Me,Action
4606,Remember Me,Action
4607,Remember Me,Adventure
4608,Remember Me,Action
4609,Remember Me,Adventure
4610,The Last of Us,Adventure
4611,The Last of Us,Action
4612,Elemental: Fallen Enchantress,Turn-Based
4613,Elemental: Fallen Enchantress,Strategy
4614,GRID 2,Driving/Racing
4615,GRID 2,Simulation
4616,Reus,Strategy
4617,7 Grand Steps,Strategy
4618,Gunpoint,Puzzle
4619,The Night of the Rabbit,Adventure
4620,DUST 514,3D
4621,DUST 514,Action
4622,DUST 514,First-Person
4623,DUST 514,Shooter
4624,LIMBO,Action
4625,LIMBO,Platformer
4626,LIMBO,2D
4627,State of Decay,Adventure
4628,State of Decay,Survival
4629,State of Decay,3D
4630,State of Decay,Action
4631,Dungeons & Dragons: Chronicles of Mystara,Compilation
4632,Marvel Heroes,MMO
4633,Marvel Heroes,Role-Playing
4634,Kentucky Route Zero - Act II,Adventure
4635,Fist Puncher,Action
4636,Magrunner: Dark Pulse,Puzzle
4637,Magrunner: Dark Pulse,Action
4638,Hotline Miami,Action
4639,Hotline Miami,Action
4640,Company of Heroes 2,Real-Time
4641,Company of Heroes 2,Strategy
4642,Deadpool,Action
4643,Deadpool,Beat-'Em-Up
4644,Deadpool,3D
4645,Game & Wario,Party/Minigame
4646,New Super Mario Bros. U,2D
4647,New Super Mario Bros. U,Platformer
4648,New Super Mario Bros. U,Action
4649,Leisure Suit Larry in the Land of the Lounge Lizards,Text-Based
4650,Leisure Suit Larry in the Land of the Lounge Lizards,Adventure
4651,Wargame: AirLand Battle,Real-Time
4652,Wargame: AirLand Battle,Strategy
4653,Motorbike,Driving/Racing
4654,Motorbike,Arcade
4655,Scourge: Outbreak,3D
4656,Scourge: Outbreak,Action
4657,Scourge: Outbreak,Shooter
4658,Scourge: Outbreak,Third-Person
4659,Project X Zone,Turn-Based
4660,Project X Zone,Strategy
4661,NCAA Football 14,Simulation
4662,NCAA Football 14,Sports
4663,NCAA Football 14,Team-Based
4664,NCAA Football 14,Football (American)
4665,Rogue Legacy,2D
4666,Rogue Legacy,Action
4667,Rogue Legacy,Platformer
4668,Rogue Legacy,Roguelike
4669,The Walking Dead: A Telltale Games Series,Adventure
4670,The Walking Dead: A Telltale Games Series,Adventure
4671,The Walking Dead: A Telltale Games Series,Adventure
4672,Neverwinter,MMO
4673,Neverwinter,Role-Playing
4674,Sid Meier's Civilization V,Strategy
4675,Sid Meier's Civilization V,Turn-Based
4676,Ride to Hell: Retribution,Adventure
4677,Ride to Hell: Retribution,Action
4678,Mario & Luigi: Dream Team,Role-Playing
4679,The Last Door: Chapter 1 - The Letter,Adventure
4680,Bleed,Platformer
4681,Bleed,2D
4682,Bleed,Action
4683,Shin Megami Tensei IV,Role-Playing
4684,Mortal Kombat (2011),Fighting
4685,Mortal Kombat (2011),Action
4686,Mortal Kombat (2011),2D
4687,Dota 2,MOBA
4688,Dota 2,Strategy
4689,Dota 2,Free-to-Play
4690,Pacific Rim,Action
4691,Guncraft,Action
4692,Time and Eternity,Role-Playing
4693,Stealth Inc: A Clone in the Dark,Platformer
4694,Stealth Inc: A Clone in the Dark,2D
4695,Stealth Inc: A Clone in the Dark,Action
4696,R.I.P.D. The Game,Shooter
4697,R.I.P.D. The Game,Third-Person
4698,R.I.P.D. The Game,3D
4699,R.I.P.D. The Game,Action
4700,Guacamelee!,Platformer
4701,Guacamelee!,2D
4702,Guacamelee!,Action
4703,The Raven: Legacy of a Master Thief,Adventure
4704,Guacamelee!,Platformer
4705,Guacamelee!,2D
4706,Guacamelee!,Action
4707,Cloudberry Kingdom,Platformer
4708,Cloudberry Kingdom,2D
4709,Cloudberry Kingdom,Action
4710,DARK,Action
4711,DARK,Adventure
4712,Pikmin 3,Strategy
4713,Pikmin 3,Real-Time
4714,Shadowrun Returns,Role-Playing
4715,Dragon's Crown,2D
4716,Dragon's Crown,Beat-'Em-Up
4717,Dragon's Crown,Action
4718,Dragon's Crown,2D
4719,Dragon's Crown,Beat-'Em-Up
4720,Dragon's Crown,Action
4721,Rise of the Triad,Action
4722,Rise of the Triad,First-Person
4723,Rise of the Triad,Shooter
4724,Rise of the Triad,3D
4725,Warframe,3D
4726,Warframe,Action
4727,Warframe,Shooter
4728,Warframe,Third-Person
4729,Ibb & Obb,Action
4730,Ibb & Obb,Puzzle
4731,Brothers: A Tale of Two Sons,Action
4732,Brothers: A Tale of Two Sons,Adventure
4733,Do Not Fall,3D
4734,Do Not Fall,Action
4735,Do Not Fall,Platformer
4736,Disney DuckTales Remastered,Action
4737,Disney DuckTales Remastered,Platformer
4738,Disney DuckTales Remastered,2D
4739,The Bureau: XCOM Declassified,Third-Person
4740,The Bureau: XCOM Declassified,Action
4741,The Bureau: XCOM Declassified,Shooter
4742,The Bureau: XCOM Declassified,Tactical
4743,Divinity: Dragon Commander,Role-Playing
4744,Divinity: Dragon Commander,Action
4745,Guacamelee!,Platformer
4746,Guacamelee!,2D
4747,Guacamelee!,Action
4748,Mamorukun Curse!,2D
4749,Mamorukun Curse!,Action
4750,Mamorukun Curse!,Shoot-'Em-Up
4751,Tom Clancy's Splinter Cell: Blacklist,Adventure
4752,Tom Clancy's Splinter Cell: Blacklist,Action
4753,Cubetractor,Puzzle
4754,Cubetractor,Action
4755,"Papers, Please",Adventure
4756,Saints Row IV,Action
4757,Saints Row IV,Adventure
4758,Beatbuddy: Tale of the Guardians,Music/Rhythm
4759,Saints Row IV,Adventure
4760,Saints Row IV,Action
4761,Tom Clancy's Splinter Cell: Blacklist,Adventure
4762,Tom Clancy's Splinter Cell: Blacklist,Action
4763,Saints Row IV,Adventure
4764,Saints Row IV,Action
4765,Spelunky,2D
4766,Spelunky,Action
4767,Spelunky,Platformer
4768,Spelunky,Roguelike
4769,Gone Home,Adventure
4770,Gone Home,3D
4771,Gone Home,First-Person
4772,The Wonderful 101,Action
4773,Killer Is Dead,Adventure
4774,Killer Is Dead,Action
4775,Charlie Murder,Action
4776,Charlie Murder,Beat-'Em-Up
4777,Open Me!,Action
4778,Dishonored,Action
4779,Dishonored,Adventure
4780,The Bureau: XCOM Declassified,Third-Person
4781,The Bureau: XCOM Declassified,Action
4782,The Bureau: XCOM Declassified,Shooter
4783,The Bureau: XCOM Declassified,Tactical
4784,Europa Universalis IV,Strategy
4785,Europa Universalis IV,Real-Time
4786,The Bureau: XCOM Declassified,Third-Person
4787,The Bureau: XCOM Declassified,Action
4788,The Bureau: XCOM Declassified,Shooter
4789,The Bureau: XCOM Declassified,Tactical
4790,Divekick,2D
4791,Divekick,Action
4792,Divekick,Fighting
4793,Divekick,2D
4794,Divekick,Action
4795,Divekick,Fighting
4796,Flashback,2D
4797,Flashback,Action
4798,Flashback,Platformer
4799,Disney Infinity,Adventure
4800,Disney Infinity,Action
4801,Rayman Legends,Action
4802,Rayman Legends,2D
4803,Rayman Legends,Platformer
4804,Payday 2,Shooter
4805,Payday 2,3D
4806,Payday 2,Action
4807,Payday 2,First-Person
4808,Payday 2,First-Person
4809,Payday 2,Shooter
4810,Payday 2,3D
4811,Payday 2,Action
4812,Payday 2,First-Person
4813,Payday 2,Shooter
4814,Payday 2,3D
4815,Payday 2,Action
4816,Madden NFL 25,Football (American)
4817,Madden NFL 25,Simulation
4818,Madden NFL 25,Sports
4819,Madden NFL 25,Team-Based
4820,Madden NFL 25,Team-Based
4821,Madden NFL 25,Football (American)
4822,Madden NFL 25,Simulation
4823,Madden NFL 25,Sports
4824,Lost Planet 3,Shooter
4825,Lost Planet 3,Third-Person
4826,Lost Planet 3,3D
4827,Lost Planet 3,Action
4828,Lost Planet 3,Third-Person
4829,Lost Planet 3,3D
4830,Lost Planet 3,Action
4831,Lost Planet 3,Shooter
4832,Lost Planet 3,Third-Person
4833,Lost Planet 3,3D
4834,Lost Planet 3,Action
4835,Lost Planet 3,Shooter
4836,Space Hulk,Strategy
4837,Space Hulk,Turn-Based
4838,Tales of Xillia,Role-Playing
4839,Spelunky,Roguelike
4840,Spelunky,2D
4841,Spelunky,Action
4842,Spelunky,Platformer
4843,Race the Sun,Action
4844,Race the Sun,Arcade
4845,Rayman Legends,Action
4846,Rayman Legends,2D
4847,Rayman Legends,Platformer
4848,Outlast,3D
4849,Outlast,Action
4850,Outlast,Adventure
4851,Outlast,Survival
4852,Shelter,Adventure
4853,Amnesia: A Machine for Pigs,3D
4854,Amnesia: A Machine for Pigs,Action
4855,Amnesia: A Machine for Pigs,Adventure
4856,Amnesia: A Machine for Pigs,Survival
4857,Disney Castle of Illusion starring Mickey Mouse,2D
4858,Disney Castle of Illusion starring Mickey Mouse,Action
4859,Disney Castle of Illusion starring Mickey Mouse,Platformer
4860,Hatsune Miku: Project Diva f,Music/Rhythm
4861,Total War: Rome II,Strategy
4862,Total War: Rome II,Real-Time
4863,Teenage Mutant Ninja Turtles: Out of the Shadows,3D
4864,Teenage Mutant Ninja Turtles: Out of the Shadows,Action
4865,Teenage Mutant Ninja Turtles: Out of the Shadows,Beat-'Em-Up
4866,Puppeteer,2D
4867,Puppeteer,Platformer
4868,Puppeteer,Action
4869,KickBeat,Music/Rhythm
4870,Kingdom Hearts HD 1.5 ReMIX,Compilation
4871,Diablo III,Action
4872,Diablo III,Role-Playing
4873,Diablo III,Role-Playing
4874,Diablo III,Action
4875,Castlevania: Lords of Shadow,Action
4876,Castlevania: Lords of Shadow,Adventure
4877,NHL 14,Hockey
4878,NHL 14,Simulation
4879,NHL 14,Sports
4880,NHL 14,Team-Based
4881,NHL 14,Simulation
4882,NHL 14,Sports
4883,NHL 14,Team-Based
4884,NHL 14,Hockey
4885,Killzone: Mercenary,3D
4886,Killzone: Mercenary,Action
4887,Killzone: Mercenary,First-Person
4888,Killzone: Mercenary,Shooter
4889,SteamWorld Dig,2D
4890,SteamWorld Dig,Platformer
4891,SteamWorld Dig,Action
4892,Foul Play,2D
4893,Foul Play,Action
4894,Foul Play,Beat-'Em-Up
4895,Grand Theft Auto V,Adventure
4896,Grand Theft Auto V,Shooter
4897,Grand Theft Auto V,Action
4898,Grand Theft Auto V,First-Person
4899,Grand Theft Auto V,Third-Person
4900,Grand Theft Auto V,3D
4901,Grand Theft Auto V,Open-World
4902,Arma 3,Simulation
4903,The Legend of Zelda: The Wind Waker,Action
4904,The Legend of Zelda: The Wind Waker,Adventure
4905,Pro Evolution Soccer 2014,Simulation
4906,Pro Evolution Soccer 2014,Soccer
4907,Pro Evolution Soccer 2014,Sports
4908,Pro Evolution Soccer 2014,Team-Based
4909,Final Fantasy XIV Online: A Realm Reborn,MMO
4910,Final Fantasy XIV Online: A Realm Reborn,Role-Playing
4911,Legend of Dungeon,2D
4912,Legend of Dungeon,Action
4913,Legend of Dungeon,Beat-'Em-Up
4914,FIFA 14,Soccer
4915,FIFA 14,Sports
4916,FIFA 14,Team-Based
4917,FIFA 14,Simulation
4918,Dragon Fantasy Book II,Role-Playing
4919,Doorways (2013),Adventure
4920,Doorways (2013),Survival
4921,Marlow Briggs and the Mask of Death,Action
4922,Marlow Briggs and the Mask of Death,Adventure
4923,NBA 2K14,Simulation
4924,NBA 2K14,Sports
4925,NBA 2K14,Team-Based
4926,NBA 2K14,Basketball
4927,MechWarrior Online,3D
4928,MechWarrior Online,Action
4929,MechWarrior Online,First-Person
4930,MechWarrior Online,Shooter
4931,Takedown: Red Sabre,Action
4932,F1 2013,Driving/Racing
4933,F1 2013,Simulation
4934,Etrian Odyssey Untold: The Millennium Girl,Role-Playing
4935,Rain,Action
4936,Rain,Adventure
4937,League of Legends,MOBA
4938,League of Legends,Strategy
4939,League of Legends,Free-to-Play
4940,Shadow Warrior,Shooter
4941,Shadow Warrior,3D
4942,Shadow Warrior,Action
4943,Shadow Warrior,First-Person
4944,Scribblenauts Unmasked: A DC Comics Adventure,Puzzle
4945,Scribblenauts Unmasked: A DC Comics Adventure,Action
4946,Card Hunter,Trivia/Board Game
4947,Alien Rage,Action
4948,Alien Rage,First-Person
4949,Alien Rage,Shooter
4950,Alien Rage,3D
4951,A.R.E.S. Extinction Agenda EX,2D
4952,A.R.E.S. Extinction Agenda EX,Action
4953,A.R.E.S. Extinction Agenda EX,Platformer
4954,Armored Core: Verdict Day,Simulation
4955,Pokemon X / Y,Role-Playing
4956,Pokemon X / Y,Management
4957,The Walking Dead: A Telltale Games Series,Adventure
4958,Beyond: Two Souls,Third-Person
4959,Beyond: Two Souls,Adventure
4960,Beyond: Two Souls,3D
4961,BioShock Infinite,3D
4962,BioShock Infinite,Action
4963,BioShock Infinite,First-Person
4964,BioShock Infinite,Shooter
4965,Pokemon X / Y,Management
4966,Pokemon X / Y,Role-Playing
4967,The Wolf Among Us,Adventure
4968,Disgaea D2: A Brighter Darkness,Strategy
4969,Disgaea D2: A Brighter Darkness,Turn-Based
4970,Rise of Venice,Strategy
4971,Prime World,Strategy
4972,Rune Factory 4,Strategy
4973,Disney Infinity,Action
4974,Disney Infinity,Adventure
4975,Grand Theft Auto V,Action
4976,Grand Theft Auto V,Open-World
4977,Grand Theft Auto V,3D
4978,Grand Theft Auto V,First-Person
4979,Grand Theft Auto V,Shooter
4980,Grand Theft Auto V,Adventure
4981,Grand Theft Auto V,Third-Person
4982,Knock-knock,Miscellaneous
4983,Blue Estate,Action
