,Game Title,Genre
3630,Resonance,Adventure
3631,Tom Clancy's Ghost Recon: Future Soldier,Tactical
3632,Tom Clancy's Ghost Recon: Future Soldier,Third-Person
3633,Tom Clancy's Ghost Recon: Future Soldier,Action
3634,Tom Clancy's Ghost Recon: Future Soldier,Shooter
3635,The Elder Scrolls V: Skyrim,Role-Playing
3636,Spelunky,Platformer
3637,Spelunky,Roguelike
3638,Spelunky,2D
3639,Spelunky,Action
3640,Krater,Role-Playing
3641,Krater,Action
3642,Project Zero 2: Wii Edition,Survival
3643,Project Zero 2: Wii Edition,3D
3644,Project Zero 2: Wii Edition,Action
3645,Project Zero 2: Wii Edition,Adventure
3646,Dungeon Twister,Strategy
3647,Dungeon Twister,Turn-Based
3648,Endless Space,Strategy
3649,Endless Space,Turn-Based
3650,NCAA Football 13,Football (American)
3651,NCAA Football 13,Simulation
3652,NCAA Football 13,Sports
3653,NCAA Football 13,Team-Based
3654,Test Drive: Ferrari Racing Legends,Driving/Racing
3655,Test Drive: Ferrari Racing Legends,Arcade
3656,The Secret World,Role-Playing
3657,The Secret World,MMO
3658,Fray (2011),Real-Time
3659,Fray (2011),Strategy
3660,Hoodwink,Adventure
3661,London 2012 - The Official Video Game of the Olympic Games,Sports
3662,London 2012 - The Official Video Game of the Olympic Games,Sports
3663,Quantum Conundrum,Puzzle
3664,Quantum Conundrum,Puzzle
3665,The Dark Eye: Chains of Satinav,Adventure
3666,The Walking Dead: A Telltale Games Series,Adventure
3667,The Walking Dead: A Telltale Games Series,Adventure
3668,Tony Hawk's Pro Skater HD,Skateboarding/Skating
3669,Tony Hawk's Pro Skater HD,Sports
3670,Dyad (2012),Arcade
3671,Dyad (2012),Driving/Racing
3672,Heroes of Ruin,Action
3673,SpellForce 2: Faith in Destiny,Role-Playing
3674,Wreckateer,Action
3675,Kingdom Hearts 3D: Dream Drop Distance,Role-Playing
3676,Kingdom Hearts 3D: Dream Drop Distance,Action
3677,Prototype 2,Adventure
3678,Prototype 2,Action
3679,ORC: Vengeance,Action
3680,ORC: Vengeance,Role-Playing
3681,Deadlight,Action
3682,Deadlight,2D
3683,Deadlight,Platformer
3684,Growlanser: Wayfarer of Time,Turn-Based
3685,Growlanser: Wayfarer of Time,Strategy
3686,Rainbow Moon,Strategy
3687,Rainbow Moon,Turn-Based
3688,The Political Machine 2012,Turn-Based
3689,The Political Machine 2012,Strategy
3690,Orcs Must Die! 2,Action
3691,The Expendables 2 Videogame,Shooter
3692,The Expendables 2 Videogame,2D
3693,The Expendables 2 Videogame,Action
3694,The Expendables 2 Videogame,Fixed-Screen
3695,New Super Mario Bros. 2,Action
3696,New Super Mario Bros. 2,2D
3697,New Super Mario Bros. 2,Platformer
3698,Persona 4 Arena,Action
3699,Persona 4 Arena,Fighting
3700,Persona 4 Arena,2D
3701,Persona 4 Arena,2D
3702,Persona 4 Arena,Action
3703,Persona 4 Arena,Fighting
3704,Awesomenauts,MOBA
3705,Awesomenauts,Strategy
3706,7554,Shooter
3707,7554,First-Person
3708,7554,Team-Based
3709,7554,3D
3710,7554,Action
3711,Sound Shapes,Music/Rhythm
3712,Rigonauts,Strategy
3713,Sound Shapes,Music/Rhythm
3714,Death Rally (2012),Driving/Racing
3715,Death Rally (2012),Arcade
3716,Hybrid (2012),Tactical
3717,Hybrid (2012),Third-Person
3718,Hybrid (2012),Action
3719,Hybrid (2012),Shooter
3720,Darksiders II,Adventure
3721,Darksiders II,Action
3722,Sleeping Dogs,Action
3723,Sleeping Dogs,Adventure
3724,Darksiders II,Adventure
3725,Darksiders II,Action
3726,Symphony (2012),Miscellaneous
3727,Sleeping Dogs,Action
3728,Sleeping Dogs,Adventure
3729,Sleeping Dogs,Action
3730,Sleeping Dogs,Adventure
3731,Dust: An Elysian Tail,Role-Playing
3732,Dust: An Elysian Tail,Action
3733,Papo & Yo,Adventure
3734,Kung Fu Strike: The Warrior's Rise,Action
3735,Darksiders II,Action
3736,Darksiders II,Adventure
3737,Legends of Pegasus,Strategy
3738,Retro/Grade,Music/Rhythm
3739,Transformers: Fall of Cybertron,3D
3740,Transformers: Fall of Cybertron,Action
3741,Transformers: Fall of Cybertron,Shooter
3742,Transformers: Fall of Cybertron,Third-Person
3743,Transformers: Fall of Cybertron,3D
3744,Transformers: Fall of Cybertron,Action
3745,Transformers: Fall of Cybertron,Shooter
3746,Transformers: Fall of Cybertron,Third-Person
3747,Unmechanical,2D
3748,Unmechanical,Action
3749,Unmechanical,Platformer
3750,Transformers: Fall of Cybertron,3D
3751,Transformers: Fall of Cybertron,Action
3752,Transformers: Fall of Cybertron,Shooter
3753,Transformers: Fall of Cybertron,Third-Person
3754,Madden NFL 13,Simulation
3755,Madden NFL 13,Sports
3756,Madden NFL 13,Team-Based
3757,Madden NFL 13,Football (American)
3758,Bullet Run,3D
3759,Bullet Run,Team-Based
3760,Bullet Run,Action
3761,Bullet Run,First-Person
3762,Bullet Run,Shooter
3763,Madden NFL 13,Football (American)
3764,Madden NFL 13,Simulation
3765,Madden NFL 13,Sports
3766,Madden NFL 13,Team-Based
3767,Rock Band Blitz,Music/Rhythm
3768,JoJo's Bizarre Adventure HD Ver.,2D
3769,JoJo's Bizarre Adventure HD Ver.,Fighting
3770,JoJo's Bizarre Adventure HD Ver.,Action
3771,JoJo's Bizarre Adventure HD Ver.,Fighting
3772,JoJo's Bizarre Adventure HD Ver.,2D
3773,JoJo's Bizarre Adventure HD Ver.,Action
3774,Galaxy On Fire 2 Full HD,Simulation
3775,The Walking Dead: A Telltale Games Series,Adventure
3776,Tom Clancy's Ghost Recon Phantoms,Action
3777,Tom Clancy's Ghost Recon Phantoms,Shooter
3778,Tom Clancy's Ghost Recon Phantoms,Tactical
3779,Tom Clancy's Ghost Recon Phantoms,Third-Person
3780,Madden NFL 13,Football (American)
3781,Madden NFL 13,Simulation
3782,Madden NFL 13,Sports
3783,Madden NFL 13,Team-Based
3784,Counter-Strike: Global Offensive,Action
3785,Counter-Strike: Global Offensive,First-Person
3786,Counter-Strike: Global Offensive,Shooter
3787,Counter-Strike: Global Offensive,Tactical
3788,Mass Effect 3,Role-Playing
3789,Mass Effect 3,Action
3790,AVSEQ,Puzzle
3791,Counter-Strike: Global Offensive,First-Person
3792,Counter-Strike: Global Offensive,Shooter
3793,Counter-Strike: Global Offensive,Tactical
3794,Counter-Strike: Global Offensive,Action
3795,Counter-Strike: Global Offensive,Shooter
3796,Counter-Strike: Global Offensive,Tactical
3797,Counter-Strike: Global Offensive,Action
3798,Counter-Strike: Global Offensive,First-Person
3799,Anarchy Reigns,3D
3800,Anarchy Reigns,Beat-'Em-Up
3801,Anarchy Reigns,Action
3802,Legasista,Role-Playing
3803,Legasista,Action
3804,Way of the Samurai 4,Action
3805,Way of the Samurai 4,Adventure
3806,Mark of the Ninja,2D
3807,Mark of the Ninja,Action
3808,Mark of the Ninja,Platformer
3809,Snapshot,2D
3810,Snapshot,Action
3811,Snapshot,Platformer
3812,Dark Souls,Action
3813,Dark Souls,Role-Playing
3814,They Bleed Pixels,Action
3815,They Bleed Pixels,Platformer
3816,They Bleed Pixels,2D
3817,Guild Wars 2,MMO
3818,Guild Wars 2,Role-Playing
3819,Tekken Tag Tournament 2,Action
3820,Tekken Tag Tournament 2,Fighting
3821,Tekken Tag Tournament 2,3D
3822,NHL 13,Simulation
3823,NHL 13,Sports
3824,NHL 13,Team-Based
3825,NHL 13,Hockey
3826,NHL 13,Simulation
3827,NHL 13,Sports
3828,NHL 13,Team-Based
3829,NHL 13,Hockey
3830,Tiny Troopers,Action
3831,Double Dragon: Neon,2D
3832,Double Dragon: Neon,Action
3833,Double Dragon: Neon,Beat-'Em-Up
3834,Double Dragon: Neon,Beat-'Em-Up
3835,Double Dragon: Neon,2D
3836,Double Dragon: Neon,Action
3837,Joe Danger 2: The Movie,Driving/Racing
3838,Joe Danger 2: The Movie,Arcade
3839,The Sims 3,Simulation
3840,Jet Set Radio,Platformer
3841,Jet Set Radio,3D
3842,Jet Set Radio,Action
3843,Closure,Action
3844,Closure,Platformer
3845,Closure,2D
3846,FTL: Faster Than Light,Roguelike
3847,FTL: Faster Than Light,Simulation
3848,Borderlands 2,First-Person
3849,Borderlands 2,Shooter
3850,Borderlands 2,3D
3851,Borderlands 2,Action
3852,Tokyo Jungle,Action
3853,Tokyo Jungle,Adventure
3854,Tokyo Jungle,Survival
3855,Tokyo Jungle,3D
3856,LittleBigPlanet PS Vita,Action
3857,LittleBigPlanet PS Vita,3D
3858,LittleBigPlanet PS Vita,Platformer
3859,Pro Evolution Soccer 2013,Team-Based
3860,Pro Evolution Soccer 2013,Simulation
3861,Pro Evolution Soccer 2013,Soccer
3862,Pro Evolution Soccer 2013,Sports
3863,F1 2012,Driving/Racing
3864,F1 2012,Simulation
3865,F1 2012,Driving/Racing
3866,F1 2012,Simulation
3867,Pro Evolution Soccer 2013,Soccer
3868,Pro Evolution Soccer 2013,Sports
3869,Pro Evolution Soccer 2013,Team-Based
3870,Pro Evolution Soccer 2013,Simulation
3871,Shad'O,Strategy
3872,Borderlands 2,First-Person
3873,Borderlands 2,Shooter
3874,Borderlands 2,3D
3875,Borderlands 2,Action
3876,Transcripted,Puzzle
3877,Borderlands 2,First-Person
3878,Borderlands 2,Shooter
3879,Borderlands 2,3D
3880,Borderlands 2,Action
3881,Dead or Alive 5,3D
3882,Dead or Alive 5,Action
3883,Dead or Alive 5,Fighting
3884,Torchlight II,Role-Playing
3885,Torchlight II,Action
3886,Dead or Alive 5,3D
3887,Dead or Alive 5,Action
3888,Dead or Alive 5,Fighting
3889,Hell Yeah! Wrath of the Dead Rabbit,2D
3890,Hell Yeah! Wrath of the Dead Rabbit,Action
3891,Hell Yeah! Wrath of the Dead Rabbit,Platformer
3892,Damage Inc.: Pacific Squadron WWII,Flight
3893,Damage Inc.: Pacific Squadron WWII,Simulation
3894,Resident Evil 6,3D
3895,Resident Evil 6,Action
3896,Resident Evil 6,Adventure
3897,Resident Evil 6,Survival
3898,Hell Yeah! Wrath of the Dead Rabbit,2D
3899,Hell Yeah! Wrath of the Dead Rabbit,Action
3900,Hell Yeah! Wrath of the Dead Rabbit,Platformer
3901,FIFA Soccer 13,Team-Based
3902,FIFA Soccer 13,Simulation
3903,FIFA Soccer 13,Soccer
3904,FIFA Soccer 13,Sports
3905,FIFA Soccer 13,Soccer
3906,FIFA Soccer 13,Sports
3907,FIFA Soccer 13,Team-Based
3908,FIFA Soccer 13,Simulation
3909,Tryst,Real-Time
3910,Tryst,Strategy
3911,The Testament of Sherlock Holmes,Adventure
3912,Resident Evil 6,Survival
3913,Resident Evil 6,3D
3914,Resident Evil 6,Action
3915,Resident Evil 6,Adventure
3916,Pokemon Black/White Version 2,Management
3917,Pokemon Black/White Version 2,Role-Playing
3918,Hero Academy,Strategy
3919,Hero Academy,Turn-Based
3920,One Piece: Pirate Warriors,Action
3921,One Piece: Pirate Warriors,3D
3922,One Piece: Pirate Warriors,Beat-'Em-Up
3923,Pokemon Black/White Version 2,Role-Playing
3924,Pokemon Black/White Version 2,Management
3925,Realms of Ancient War,Action
3926,Realms of Ancient War,Adventure
3927,FIFA Soccer 13,Team-Based
3928,FIFA Soccer 13,Simulation
3929,FIFA Soccer 13,Soccer
3930,FIFA Soccer 13,Sports
3931,NiGHTS Into Dreams...,Action
3932,NiGHTS Into Dreams...,Platformer
3933,NiGHTS Into Dreams...,3D
3934,NBA Baller Beats,Arcade
3935,NBA Baller Beats,Baseball
3936,NBA Baller Beats,Sports
3937,NBA Baller Beats,Team-Based
3938,War of the Roses,Action
3939,Dishonored,Adventure
3940,Dishonored,Action
3941,Dishonored,Adventure
3942,Dishonored,Action
3943,Dishonored,Adventure
3944,Dishonored,Action
3945,XCOM: Enemy Unknown,Strategy
3946,XCOM: Enemy Unknown,Turn-Based
3947,XCOM: Enemy Unknown,Turn-Based
3948,XCOM: Enemy Unknown,Strategy
3949,Dragon Ball Z for Kinect,3D
3950,Dragon Ball Z for Kinect,Fighting
3951,Dragon Ball Z for Kinect,Action
3952,XCOM: Enemy Unknown,Strategy
3953,XCOM: Enemy Unknown,Turn-Based
3954,WRC 3: FIA World Rally Championship,Driving/Racing
3955,WRC 3: FIA World Rally Championship,Simulation
3956,Fable: The Journey,Action
3957,Fable: The Journey,Role-Playing
3958,The Walking Dead: A Telltale Games Series,Adventure
3959,Forza Horizon,Simulation
3960,Forza Horizon,Driving/Racing
3961,Professor Layton and the Miracle Mask,Puzzle
3962,NBA 2K13,Team-Based
3963,NBA 2K13,Basketball
3964,NBA 2K13,Simulation
3965,NBA 2K13,Sports
3966,NBA 2K13,Team-Based
3967,NBA 2K13,Basketball
3968,NBA 2K13,Simulation
3969,NBA 2K13,Sports
3970,Inazuma Eleven Strikers,Team-Based
3971,Inazuma Eleven Strikers,Arcade
3972,Inazuma Eleven Strikers,Soccer
3973,Inazuma Eleven Strikers,Sports
3974,Retro City Rampage,Action
3975,Retro City Rampage,Adventure
3976,The Walking Dead: A Telltale Games Series,Adventure
3977,The Walking Dead: A Telltale Games Series,Adventure
3978,Retro City Rampage,Action
3979,Retro City Rampage,Adventure
3980,Warlords (2011),Action
3981,The Unfinished Swan,3D
3982,The Unfinished Swan,First-Person
3983,The Unfinished Swan,Adventure
3984,Dance Central 3,Music/Rhythm
3985,Naughty Bear: Panic in Paradise,Action
3986,Derrick the Deathfin,Arcade
3987,Derrick the Deathfin,Driving/Racing
3988,Borderlands 2,First-Person
3989,Borderlands 2,Shooter
3990,Borderlands 2,3D
3991,Borderlands 2,Action
3992,Mugen Souls,Role-Playing
3993,Liberation Maiden,Action
3994,Liberation Maiden,2D
3995,Liberation Maiden,Shoot-'Em-Up
3996,007 Legends,First-Person
3997,007 Legends,Shooter
3998,007 Legends,3D
3999,007 Legends,Action
4000,007 Legends,Shooter
4001,007 Legends,3D
4002,007 Legends,Action
4003,007 Legends,First-Person
4004,Happy Wars,Action
4005,Silent Hill: Book of Memories,3D
4006,Silent Hill: Book of Memories,Action
4007,Silent Hill: Book of Memories,Adventure
4008,Silent Hill: Book of Memories,Survival
4009,Just Dance 4,Music/Rhythm
4010,Just Dance 4,Music/Rhythm
4011,Just Dance 4,Music/Rhythm
4012,World of Warcraft,Adventure
4013,World of Warcraft,Open-World
4014,World of Warcraft,Third-Person
4015,World of Warcraft,Action
4016,World of Warcraft,Role-Playing
4017,World of Warcraft,MMO
4018,Zero Escape: Virtue's Last Reward,Adventure
4019,Football Manager 2013,Management
4020,Football Manager 2013,Soccer
4021,Football Manager 2013,Sports
4022,Football Manager 2013,Team-Based
4023,Lucius,Adventure
4024,Painkiller: Hell & Damnation,Action
4025,Painkiller: Hell & Damnation,First-Person
4026,Painkiller: Hell & Damnation,Shooter
4027,Painkiller: Hell & Damnation,3D
4028,Medal of Honor: Warfighter,First-Person
4029,Medal of Honor: Warfighter,Shooter
4030,Medal of Honor: Warfighter,3D
4031,Medal of Honor: Warfighter,Action
4032,Medal of Honor: Warfighter,Shooter
4033,Medal of Honor: Warfighter,3D
4034,Medal of Honor: Warfighter,Action
4035,Medal of Honor: Warfighter,First-Person
4036,Hotline Miami,Action
4037,Zombie Driver HD,Action
4038,Assassin's Creed III,Action
4039,Assassin's Creed III,Adventure
4040,Need for Speed: Most Wanted - A Criterion Game,Driving/Racing
4041,Need for Speed: Most Wanted - A Criterion Game,Simulation
4042,Need for Speed: Most Wanted - A Criterion Game,Driving/Racing
4043,Need for Speed: Most Wanted - A Criterion Game,Simulation
4044,WWE '13,Fighting
4045,WWE '13,Action
4046,WWE '13,Wrestling
4047,Zone of the Enders HD Collection,Compilation
4048,Assassin's Creed III: Liberation,Adventure
4049,Assassin's Creed III: Liberation,Action
4050,Halo 4,Shooter
4051,Halo 4,3D
4052,Halo 4,Action
4053,Halo 4,First-Person
4054,LittleBigPlanet Karting,Driving/Racing
4055,LittleBigPlanet Karting,Arcade
4056,Zone of the Enders HD Collection,Compilation
4057,Super Monkey Ball: Banana Splitz,Party/Minigame
4058,Code of Princess,Action
4059,Code of Princess,Role-Playing
4060,Wonderbook: Book of Spells,Miscellaneous
4061,Pid,Platformer
4062,Pid,2D
4063,Pid,Action
4064,Pid,Platformer
4065,Pid,2D
4066,Pid,Action
4067,Zero Escape: Virtue's Last Reward,Adventure
4068,Primal Carnage,First-Person
4069,Primal Carnage,Shooter
4070,Primal Carnage,3D
4071,Primal Carnage,Team-Based
4072,Primal Carnage,Action
4073,Paper Mario: Sticker Star,Role-Playing
4074,F1 Race Stars,Arcade
4075,F1 Race Stars,Driving/Racing
4076,F1 Race Stars,Arcade
4077,F1 Race Stars,Driving/Racing
4078,F1 Race Stars,Arcade
4079,F1 Race Stars,Driving/Racing
4080,Call of Duty: Black Ops II,First-Person
4081,Call of Duty: Black Ops II,Shooter
4082,Call of Duty: Black Ops II,3D
4083,Call of Duty: Black Ops II,Action
4084,Of Orcs and Men,Role-Playing
4085,Natural Selection 2,Action
4086,Natural Selection 2,First-Person
4087,Natural Selection 2,Shooter
4088,Natural Selection 2,Team-Based
4089,Natural Selection 2,3D
4090,Call of Duty: Black Ops II,Shooter
4091,Call of Duty: Black Ops II,Action
4092,Call of Duty: Black Ops II,3D
4093,Call of Duty: Black Ops II,First-Person
4094,ZombiU,First-Person
4095,ZombiU,Shooter
4096,ZombiU,3D
4097,ZombiU,Action
4098,Call of Duty: Black Ops II,First-Person
4099,Call of Duty: Black Ops II,Shooter
4100,Call of Duty: Black Ops II,3D
4101,Call of Duty: Black Ops II,Action
4102,New Super Mario Bros. U,2D
4103,New Super Mario Bros. U,Platformer
4104,New Super Mario Bros. U,Action
4105,Disney Epic Mickey 2: The Power of Two,3D
4106,Disney Epic Mickey 2: The Power of Two,Platformer
4107,Disney Epic Mickey 2: The Power of Two,Action
4108,Hitman: Absolution,Action
4109,Hitman: Absolution,Adventure
4110,Ninja Gaiden 3: Razor's Edge,Action
4111,Ninja Gaiden 3: Razor's Edge,Adventure
4112,Nintendo Land,Party/Minigame
4113,Karateka (2012),Action
4114,PlayStation All-Stars Battle Royale,2D
4115,PlayStation All-Stars Battle Royale,Fighting
4116,PlayStation All-Stars Battle Royale,Action
4117,SiNG Party,Music/Rhythm
4118,Darksiders II,Adventure
4119,Darksiders II,Action
4120,PlayStation All-Stars Battle Royale,2D
4121,PlayStation All-Stars Battle Royale,Fighting
4122,PlayStation All-Stars Battle Royale,Action
4123,LEGO The Lord of the Rings,Action
4124,LEGO The Lord of the Rings,Adventure
4125,Elemental: Fallen Enchantress,Turn-Based
4126,Elemental: Fallen Enchantress,Strategy
4127,Sonic & All-Stars Racing Transformed,Driving/Racing
4128,Sonic & All-Stars Racing Transformed,Arcade
4129,The Walking Dead: A Telltale Games Series,Adventure
4130,Sonic & All-Stars Racing Transformed,Driving/Racing
4131,Sonic & All-Stars Racing Transformed,Arcade
4132,Ravaged,3D
4133,Ravaged,Team-Based
4134,Ravaged,Action
4135,Ravaged,First-Person
4136,Ravaged,Shooter
4137,Persona 4 Golden,Role-Playing
4138,Sonic & All-Stars Racing Transformed,Driving/Racing
4139,Sonic & All-Stars Racing Transformed,Arcade
4140,The Walking Dead: A Telltale Games Series,Adventure
4141,The Walking Dead: A Telltale Games Series,Adventure
4142,Batman: Arkham City,Action
4143,Batman: Arkham City,Adventure
4144,Tank! Tank! Tank!,Simulation
4145,Disney Epic Mickey: The Power of Illusion,2D
4146,Disney Epic Mickey: The Power of Illusion,Platformer
4147,Disney Epic Mickey: The Power of Illusion,Action
4148,Mass Effect 3,Role-Playing
4149,Mass Effect 3,Action
4150,Assassin's Creed III,Adventure
4151,Assassin's Creed III,Action
4152,Call of Duty: Black Ops Declassified,Action
4153,Call of Duty: Black Ops Declassified,First-Person
4154,Call of Duty: Black Ops Declassified,Shooter
4155,Call of Duty: Black Ops Declassified,3D
4156,Call of Duty: Black Ops II,Shooter
4157,Call of Duty: Black Ops II,First-Person
4158,Call of Duty: Black Ops II,3D
4159,Call of Duty: Black Ops II,Action
4160,FIFA Soccer 13,Team-Based
4161,FIFA Soccer 13,Simulation
4162,FIFA Soccer 13,Soccer
4163,FIFA Soccer 13,Sports
4164,Scribblenauts Unlimited,Action
4165,Scribblenauts Unlimited,Puzzle
4166,Far Cry 3,Shooter
4167,Far Cry 3,3D
4168,Far Cry 3,Action
4169,Far Cry 3,First-Person
4170,Far Cry 3,Shooter
4171,Far Cry 3,3D
4172,Far Cry 3,Action
4173,Far Cry 3,First-Person
4174,Mass Effect 3,Role-Playing
4175,Mass Effect 3,Action
4176,XCOM: Enemy Unknown,Strategy
4177,XCOM: Enemy Unknown,Turn-Based
4178,Ratchet & Clank: Full Frontal Assault,Platformer
4179,Ratchet & Clank: Full Frontal Assault,Action
4180,Ratchet & Clank: Full Frontal Assault,3D
4181,Far Cry 3,Shooter
4182,Far Cry 3,3D
4183,Far Cry 3,Action
4184,Far Cry 3,First-Person
4185,Baldur's Gate: Enhanced Edition,Role-Playing
4186,Guardians of Middle-Earth,Strategy
4187,Guardians of Middle-Earth,MOBA
4188,Trine 2,Action
4189,Trine 2,Platformer
4190,Trine 2,2D
4191,PlanetSide 2,Team-Based
4192,PlanetSide 2,Action
4193,PlanetSide 2,Free-to-Play
4194,PlanetSide 2,First-Person
4195,PlanetSide 2,Shooter
4196,PlanetSide 2,3D
4197,Black Knight Sword,2D
4198,Black Knight Sword,Platformer
4199,Black Knight Sword,Action
4200,Miasmata,First-Person
4201,Miasmata,3D
4202,Miasmata,Adventure
4203,Chaos on Deponia,Adventure
4204,FORGE (2012),Action
4205,Little Inferno,Action
4206,Little Inferno,Puzzle
4207,DmC: Devil May Cry,Adventure
4208,DmC: Devil May Cry,Action
4209,Kentucky Route Zero - Act I,Adventure
4210,Cart Life,Simulation
4211,DmC: Devil May Cry,Action
4212,DmC: Devil May Cry,Adventure
4213,DmC: Devil May Cry,Adventure
4214,DmC: Devil May Cry,Action
4215,Infestation: Survivor Stories (The War Z),MMO
4216,Infestation: Survivor Stories (The War Z),Role-Playing
4217,Earth Defense Force 2017 Portable,Third-Person
4218,Earth Defense Force 2017 Portable,3D
4219,Earth Defense Force 2017 Portable,Action
4220,Earth Defense Force 2017 Portable,Shooter
4221,The Cave,2D
4222,The Cave,Action
4223,The Cave,Platformer
4224,Ni no Kuni: Wrath of the White Witch,Role-Playing
4225,Corpse Party: Book of Shadows,Adventure
4226,Corpse Party: Book of Shadows,Survival
4227,Corpse Party: Book of Shadows,3D
4228,Corpse Party: Book of Shadows,Action
4229,Strike Suit Zero,VR
4230,Strike Suit Zero,Flight
4231,Strike Suit Zero,Simulation
4232,Skulls of the Shogun,Turn-Based
4233,Skulls of the Shogun,Strategy
4234,Antichamber,Puzzle
4235,Fire Emblem: Awakening,Turn-Based
4236,Fire Emblem: Awakening,Strategy
4237,Dead Space 3,Adventure
4238,Dead Space 3,Action
4239,Dead Space 3,Adventure
4240,Dead Space 3,Action
4241,Sly Cooper: Thieves in Time,Action
4242,Sly Cooper: Thieves in Time,Adventure
4243,Retrovirus,3D
4244,Retrovirus,Action
4245,Retrovirus,First-Person
4246,Retrovirus,Shooter
4247,Aliens: Colonial Marines,First-Person
4248,Aliens: Colonial Marines,Shooter
4249,Aliens: Colonial Marines,3D
4250,Aliens: Colonial Marines,Action
4251,Aliens: Colonial Marines,3D
4252,Aliens: Colonial Marines,Action
4253,Aliens: Colonial Marines,First-Person
4254,Aliens: Colonial Marines,Shooter
4255,Omerta: City of Gangsters,Strategy
4256,Akaneiro: Demon Hunters,Action
4257,Akaneiro: Demon Hunters,Role-Playing
4258,Proteus,First-Person
4259,Proteus,3D
4260,Proteus,Adventure
4261,Anodyne,Adventure
4262,Metal Gear Rising: Revengeance,Action
4263,Metal Gear Rising: Revengeance,Adventure
4264,Metal Gear Rising: Revengeance,Adventure
4265,Metal Gear Rising: Revengeance,Action
4266,Crysis 3,Shooter
4267,Crysis 3,3D
4268,Crysis 3,Action
4269,Crysis 3,First-Person
4270,Crysis 3,3D
4271,Crysis 3,Action
4272,Crysis 3,First-Person
4273,Crysis 3,Shooter
4274,Crysis 3,3D
4275,Crysis 3,Action
4276,Crysis 3,First-Person
4277,Crysis 3,Shooter
4278,Assassin's Creed III,Action
4279,Assassin's Creed III,Adventure
4280,Oozi: Earth Adventure,Compilation
4281,Tomb Raider,Action
4282,Tomb Raider,Adventure
4283,Brutal Legend,Action
4284,Brutal Legend,Adventure
4285,The Bridge,Puzzle
4286,Castlevania: Lords of Shadow - Mirror of Fate,Adventure
4287,Castlevania: Lords of Shadow - Mirror of Fate,Action
4288,Sniper Elite: Nazi Zombie Army,Action
4289,Sniper Elite: Nazi Zombie Army,Shooter
4290,Sniper Elite: Nazi Zombie Army,Tactical
4291,Sniper Elite: Nazi Zombie Army,Third-Person
4292,A Valley Without Wind 2,Action
4293,A Valley Without Wind 2,Platformer
4294,A Valley Without Wind 2,2D
4295,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Music/Rhythm
4296,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Music/Rhythm
4297,God of War: Ascension,Action
4298,God of War: Ascension,Adventure
4299,March of the Eagles,Strategy
4300,Impire,Strategy
4301,SimCity,Strategy
4302,SimCity,Management
4303,Mass Effect 3,Action
4304,Mass Effect 3,Role-Playing
4305,Naruto Shippuden: Ultimate Ninja Storm 3,Fighting
4306,Naruto Shippuden: Ultimate Ninja Storm 3,Action
4307,Naruto Shippuden: Ultimate Ninja Storm 3,3D
4308,Naruto Shippuden: Ultimate Ninja Storm 3,Fighting
4309,Naruto Shippuden: Ultimate Ninja Storm 3,Action
4310,Naruto Shippuden: Ultimate Ninja Storm 3,3D
4311,MLB 13: The Show,Team-Based
4312,MLB 13: The Show,Baseball
4313,MLB 13: The Show,Simulation
4314,MLB 13: The Show,Sports
4315,MLB 13: The Show,Team-Based
4316,MLB 13: The Show,Baseball
4317,MLB 13: The Show,Simulation
4318,MLB 13: The Show,Sports
4319,MLB 2K13,Simulation
4320,MLB 2K13,Sports
4321,MLB 2K13,Team-Based
4322,MLB 2K13,Baseball
4323,MLB 2K13,Team-Based
4324,MLB 2K13,Baseball
4325,MLB 2K13,Simulation
4326,MLB 2K13,Sports
4327,Tomb Raider,Action
4328,Tomb Raider,Adventure
4329,Tomb Raider,Action
4330,Tomb Raider,Adventure
4331,LEGO City Undercover,Adventure
4332,LEGO City Undercover,Action
4333,Wizardry Online,MMO
4334,Wizardry Online,Role-Playing
4335,Monster Hunter 3 Ultimate,Role-Playing
4336,Monster Hunter 3 Ultimate,Action
4337,Monster Hunter 3 Ultimate,Role-Playing
4338,Monster Hunter 3 Ultimate,Action
4339,Darkstalkers Resurrection,Compilation
4340,BioShock Infinite,Action
4341,BioShock Infinite,First-Person
4342,BioShock Infinite,Shooter
4343,BioShock Infinite,3D
4344,Etrian Odyssey IV: Legends of the Titan,Role-Playing
4345,Sniper: Ghost Warrior 2,First-Person
4346,Sniper: Ghost Warrior 2,Shooter
4347,Sniper: Ghost Warrior 2,Tactical
4348,Sniper: Ghost Warrior 2,Action
4349,Sniper: Ghost Warrior 2,Action
4350,Sniper: Ghost Warrior 2,First-Person
4351,Sniper: Ghost Warrior 2,Shooter
4352,Sniper: Ghost Warrior 2,Tactical
4353,Sniper: Ghost Warrior 2,First-Person
4354,Sniper: Ghost Warrior 2,Shooter
4355,Sniper: Ghost Warrior 2,Tactical
4356,Sniper: Ghost Warrior 2,Action
4357,Dead Space 3,Action
4358,Dead Space 3,Adventure
4359,Starcraft II: Heart of the Swarm,Strategy
4360,Starcraft II: Heart of the Swarm,Real-Time
4361,Gears of War: Judgment,Shooter
4362,Gears of War: Judgment,Third-Person
4363,Gears of War: Judgment,3D
4364,Gears of War: Judgment,Action
